register_date,accept_date,cancel_date,active,activity_sector,uf,life_days,register_year,cancel_year
1971-09-30,INEXISTENTE,2005-03-22,0,TEXTIL E VESTUÁRIO,SP,12222,1971,2005
2004-12-28,1962-11-01,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SC,5062,2004,INEXISTENTE
1993-01-18,INEXISTENTE,2006-07-18,0,ARRENDAMENTO MERCANTIL,SP,4925,1993,2006
1968-11-13,INEXISTENTE,2001-05-28,0,EXTRAÇÃO MINERAL,PR,11880,1968,2001
1996-09-19,1996-07-19,2002-02-08,0,"Construção Civil, Mat. Constr. e Decoração",PR,1969,1996,2002
1997-11-28,1997-09-22,INEXISTENTE,1,Emp. Adm. Part. - Seguradoras e Corretoras,SP,7647,1997,INEXISTENTE
2014-11-11,2013-07-16,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,RJ,1459,2014,INEXISTENTE
1977-07-20,1947-10-23,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",PA,15075,1977,INEXISTENTE
2009-09-25,2009-03-31,2012-07-11,0,Emp. Adm. Part. - Serviços Transporte e Logística,RJ,1021,2009,2012
2006-12-06,1972-01-01,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,PR,4354,2006,INEXISTENTE
1992-03-27,INEXISTENTE,1998-05-12,0,ARRENDAMENTO MERCANTIL,SP,2235,1992,1998
2010-09-21,2009-11-05,2012-08-01,0,REFLORESTAMENTO,MS,680,2010,2012
2007-09-10,1968-10-01,2010-03-12,0,"Máquinas, Equipamentos, Veículos e Peças",SP,917,2007,2010
2018-09-27,2006-12-20,INEXISTENTE,1,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",MG,43,2018,INEXISTENTE
2015-10-09,2009-04-07,2017-12-31,0,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",MG,812,2015,2017
1992-08-03,INEXISTENTE,2011-12-19,0,ALIMENTOS,RS,7071,1992,2011
1972-08-10,INEXISTENTE,1994-10-05,0,METALURGIA E SIDERURGIA,SP,8085,1972,1994
1999-02-26,1997-12-17,2001-02-06,0,SERVICOS DIVERSOS,SP,710,1999,2001
2017-10-02,2013-07-12,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",RJ,403,2017,INEXISTENTE
2000-03-14,1999-09-20,2011-08-31,0,Emp. Adm. Part. - Sem Setor Principal,RJ,4182,2000,2011
1982-02-11,1948-04-10,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,13409,1982,INEXISTENTE
2002-02-07,1997-12-10,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,6113,2002,INEXISTENTE
1969-11-04,INEXISTENTE,1995-04-12,0,Petroquímicos e Borracha,SP,9288,1969,1995
2006-10-24,1961-01-01,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),RJ,4396,2006,INEXISTENTE
2014-08-11,1998-02-02,INEXISTENTE,1,"Saneamento, Serv. Água e Gás",RJ,1549,2014,INEXISTENTE
1980-09-17,INEXISTENTE,2005-03-22,0,METALURGIA E SIDERURGIA,SP,8950,1980,2005
1996-12-12,1996-08-22,2003-01-16,0,EMP. ADM. PARTICIPAÇÕES,SP,2229,1996,2003
1980-09-12,INEXISTENTE,1988-09-29,0,"Construção Civil, Mat. Constr. e Decoração",SP,2937,1980,1988
1988-03-30,INEXISTENTE,1990-08-16,0,EMP. ADM. PARTICIPAÇÕES,SP,866,1988,1990
1999-06-18,1998-11-20,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,7077,1999,INEXISTENTE
1976-12-23,1973-10-29,2011-05-16,0,Emp. Adm. Part. - Embalagens,BA,12558,1976,2011
1982-06-30,INEXISTENTE,2007-08-07,0,GRÁFICAS E EDITORAS,SP,9162,1982,2007
1977-07-20,INEXISTENTE,1990-10-09,0,SERVICOS DIVERSOS,RJ,4824,1977,1990
2010-12-23,2010-06-09,2014-07-30,0,Emp. Adm. Part. - Sem Setor Principal,SP,1317,2010,2014
2008-06-12,2007-03-01,2018-05-04,0,Serviços Transporte e Logística,RJ,3612,2008,2018
2008-10-24,1988-01-01,2010-07-20,0,"Máquinas, Equipamentos, Veículos e Peças",AM,636,2008,2010
2011-02-02,2010-03-09,INEXISTENTE,1,Emp. Adm. Part. - Petróleo e Gás,RJ,2833,2011,INEXISTENTE
1982-07-29,1999-12-27,2012-08-14,0,Emp. Adm. Part. - Petroquímicos e Borracha,BA,10965,1982,2012
2011-06-17,2010-02-12,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,2698,2011,INEXISTENTE
2013-12-03,1989-09-06,INEXISTENTE,1,Emp. Adm. Part. - Comunicação e Informática,RJ,1802,2013,INEXISTENTE
2002-03-25,2001-09-25,2011-02-03,0,Petroquímicos e Borracha,SP,3233,2002,2011
1977-07-20,INEXISTENTE,1988-09-28,0,"Construção Civil, Mat. Constr. e Decoração",CE,4083,1977,1988
1983-06-28,INEXISTENTE,1990-10-09,0,Petroquímicos e Borracha,SP,2656,1983,1990
1983-01-18,INEXISTENTE,1989-06-14,0,Petroquímicos e Borracha,RJ,2336,1983,1989
1984-12-13,INEXISTENTE,2005-03-22,0,Petroquímicos e Borracha,SP,7404,1984,2005
1979-06-11,INEXISTENTE,2006-03-21,0,ALIMENTOS,MA,9775,1979,2006
1986-10-09,INEXISTENTE,1993-03-05,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,2341,1986,1993
1991-04-24,INEXISTENTE,1992-01-28,0,"Construção Civil, Mat. Constr. e Decoração",SP,279,1991,1992
1982-07-08,INEXISTENTE,1987-11-23,0,"Construção Civil, Mat. Constr. e Decoração",SP,1960,1982,1987
1977-07-20,1935-03-28,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),SP,15075,1977,INEXISTENTE
2010-12-16,1936-11-13,2012-02-02,0,Emp. Adm. Part. - Farmacêutico e Higiene,SP,416,2010,2012
1996-12-05,1996-11-08,2006-01-31,0,Emp. Adm. Part. - Sem Setor Principal,SP,3346,1996,2006
2013-10-21,2000-11-16,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,1844,2013,INEXISTENTE
1977-07-20,INEXISTENTE,2010-01-04,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PE,11849,1977,2010
1977-07-20,INEXISTENTE,1996-02-16,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6781,1977,1996
1993-02-05,1992-09-16,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",RS,9400,1993,INEXISTENTE
1977-07-20,INEXISTENTE,1993-04-27,0,"Máquinas, Equipamentos, Veículos e Peças",RS,5757,1977,1993
1999-05-27,1992-09-14,2013-07-16,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",RS,5159,1999,2013
1999-08-02,1998-09-09,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,7033,1999,INEXISTENTE
2005-10-31,1999-11-17,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4754,2005,INEXISTENTE
2015-11-11,2014-03-27,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1094,2015,INEXISTENTE
1999-09-14,1998-07-17,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,6991,1999,INEXISTENTE
1998-12-09,1998-07-30,2002-01-14,0,EMP. ADM. PARTICIPAÇÕES,SP,1135,1998,2002
1998-12-03,1998-07-30,2002-01-14,0,Serviços Transporte e Logística,SP,1141,1998,2002
1977-07-20,INEXISTENTE,2000-04-13,0,ALIMENTOS,ES,8298,1977,2000
1998-12-09,1998-07-30,2002-01-14,0,EMP. ADM. PARTICIPAÇÕES,SP,1135,1998,2002
1997-10-10,INEXISTENTE,2001-02-05,0,COMÉRCIO (ATACADO E VAREJO),SP,1215,1997,2001
2005-10-10,2004-12-20,2016-02-03,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,3768,2005,2016
2002-12-30,2001-03-05,2017-04-13,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,5218,2002,2017
1985-12-20,1954-05-31,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",RS,12005,1985,INEXISTENTE
1969-10-16,1929-01-02,INEXISTENTE,1,ENERGIA ELÉTRICA,MG,17909,1969,INEXISTENTE
2007-07-11,1996-09-02,2012-10-18,0,Emp. Adm. Part. - Sem Setor Principal,SP,1922,2007,2012
2010-08-06,2010-04-29,2016-01-19,0,Emp. Adm. Part. - Energia Elétrica,MG,1993,2010,2016
2003-12-22,1992-05-11,2011-05-16,0,FACTORING,SP,2704,2003,2011
1963-08-11,1936-08-11,2008-07-17,0,PETRÓLEO E GÁS,RS,16401,1963,2008
1970-05-14,1946-02-01,INEXISTENTE,1,PETRÓLEO E GÁS,RJ,17696,1970,INEXISTENTE
2012-05-10,2011-01-19,INEXISTENTE,1,Emp. Adm. Part. - Securitização de Recebíveis,RJ,2370,2012,INEXISTENTE
1983-02-22,INEXISTENTE,1988-09-06,0,TEXTIL E VESTUÁRIO,SP,2019,1983,1988
1968-08-19,INEXISTENTE,2002-08-12,0,Petroquímicos e Borracha,RS,12403,1968,2002
1998-09-15,1998-06-01,2009-07-20,0,Emp. Adm. Part. - Intermediação Financeira,RS,3960,1998,2009
2015-10-22,2013-09-25,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1113,2015,INEXISTENTE
2008-08-20,2006-12-06,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,3730,2008,INEXISTENTE
2008-07-11,2006-11-01,2012-08-13,0,Emp. Adm. Part. - Arrendamento Mercantil,SP,1492,2008,2012
2008-04-18,1982-01-01,INEXISTENTE,1,Emp. Adm. Part. - Comércio (Atacado e Varejo),SP,3852,2008,INEXISTENTE
1998-05-28,1998-01-19,2018-06-11,0,Emp. Adm. Part. - Telecomunicações,SP,7313,1998,2018
1997-05-14,1989-09-01,2004-05-19,0,METALURGIA E SIDERURGIA,RJ,2560,1997,2004
2010-07-21,2010-01-21,2011-08-18,0,BEBIDAS E FUMO,SP,392,2010,2011
1997-10-13,1997-07-28,INEXISTENTE,1,ENERGIA ELÉTRICA,RS,7692,1997,INEXISTENTE
1982-07-12,INEXISTENTE,1990-01-09,0,TEXTIL E VESTUÁRIO,SP,2737,1982,1990
1982-07-12,INEXISTENTE,1993-10-15,0,TEXTIL E VESTUÁRIO,SP,4108,1982,1993
1970-12-11,INEXISTENTE,1998-09-04,0,TEXTIL E VESTUÁRIO,SP,10123,1970,1998
1984-06-22,INEXISTENTE,1997-04-25,0,EXTRAÇÃO MINERAL,RJ,4688,1984,1997
1994-10-11,1993-10-27,2004-06-30,0,EMP. ADM. PARTICIPAÇÕES,SP,3549,1994,2004
1963-08-17,INEXISTENTE,2005-03-22,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PR,15185,1963,2005
1992-09-21,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4566,1992,2005
1986-06-12,1985-05-15,2012-10-31,0,METALURGIA E SIDERURGIA,RJ,9629,1986,2012
1982-10-04,INEXISTENTE,1986-04-10,0,PAPEL E CELULOSE,RS,1286,1982,1986
1997-10-13,1997-07-28,INEXISTENTE,1,ENERGIA ELÉTRICA,RS,7692,1997,INEXISTENTE
2012-09-06,2011-07-18,2014-07-23,0,ENERGIA ELÉTRICA,RJ,687,2012,2014
1973-11-30,INEXISTENTE,1994-02-18,0,HOSPEDAGEM E TURISMO,RJ,7383,1973,1994
1999-07-14,1999-02-04,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,7051,1999,INEXISTENTE
2001-02-05,1999-08-24,2012-04-26,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",RJ,4096,2001,2012
2018-04-06,2017-05-30,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,214,2018,INEXISTENTE
1982-11-24,INEXISTENTE,2006-08-28,0,PAPEL E CELULOSE,SP,8674,1982,2006
1971-06-22,INEXISTENTE,1985-10-30,0,ALIMENTOS,RS,5238,1971,1985
2011-01-13,2006-08-09,2018-05-30,0,Emp. Adm. Part. - Sem Setor Principal,RJ,2692,2011,2018
2007-01-18,1949-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,4307,2007,INEXISTENTE
2001-11-12,1997-11-03,INEXISTENTE,1,Serviços Transporte e Logística,PR,6203,2001,INEXISTENTE
1977-07-20,INEXISTENTE,1993-04-19,0,"Máquinas, Equipamentos, Veículos e Peças",RS,5749,1977,1993
2013-04-25,1999-03-02,INEXISTENTE,1,Serviços Transporte e Logística,SP,2020,2013,INEXISTENTE
1975-09-11,INEXISTENTE,1984-10-25,0,,SC,3329,1975,1984
2010-10-22,2010-05-06,2013-12-31,0,Emp. Adm. Part. - Sem Setor Principal,SP,1164,2010,2013
1982-11-25,INEXISTENTE,1989-08-31,0,EMP. ADM. PARTICIPAÇÕES,SP,2471,1982,1989
1997-07-01,1980-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,7794,1997,INEXISTENTE
1996-12-23,INEXISTENTE,2000-06-15,0,SEGURADORAS E CORRETORAS,SP,1272,1996,2000
2015-12-08,2015-01-26,2016-06-22,0,Emp. Adm. Part. - Energia Elétrica,SP,199,2015,2016
2001-01-16,2000-04-06,2004-12-29,0,EMP. ADM. PARTICIPAÇÕES,RJ,1438,2001,2004
1977-07-20,INEXISTENTE,2005-03-22,0,Petroquímicos e Borracha,PA,10102,1977,2005
2014-08-07,1993-12-13,2016-12-19,0,Serviços Transporte e Logística,SP,862,2014,2016
1995-12-27,1988-09-22,INEXISTENTE,1,Serviços Transporte e Logística,MT,8348,1995,INEXISTENTE
1998-10-20,1990-08-28,INEXISTENTE,1,Serviços Transporte e Logística,SP,7320,1998,INEXISTENTE
1998-11-12,1998-04-01,INEXISTENTE,1,Serviços Transporte e Logística,SP,7298,1998,INEXISTENTE
1996-08-29,1996-04-30,INEXISTENTE,1,Serviços Transporte e Logística,PR,8101,1996,INEXISTENTE
1998-07-02,1997-09-30,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,PR,7428,1998,INEXISTENTE
1995-12-27,1980-08-05,2006-05-23,0,ARRENDAMENTO MERCANTIL,MG,3801,1995,2006
1977-07-20,1927-05-07,2011-01-04,0,Serviços Transporte e Logística,RS,12214,1977,2011
1996-01-26,INEXISTENTE,2000-06-15,0,EMP. ADM. PARTICIPAÇÕES,PR,1599,1996,2000
1998-10-02,1997-10-17,1999-07-21,0,EMP. ADM. PARTICIPAÇÕES,SP,294,1998,1999
1998-10-02,1997-10-17,2005-12-31,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,2644,1998,2005
1977-07-20,INEXISTENTE,2005-08-09,0,"Máquinas, Equipamentos, Veículos e Peças",PE,10239,1977,2005
1976-10-21,1974-08-20,1999-04-20,0,TEXTIL E VESTUÁRIO,SP,8214,1976,1999
1981-05-28,INEXISTENTE,1987-11-25,0,TEXTIL E VESTUÁRIO,RJ,2367,1981,1987
1977-07-20,INEXISTENTE,2005-12-20,0,"Construção Civil, Mat. Constr. e Decoração",RJ,10370,1977,2005
1984-02-21,1926-12-30,2009-02-20,0,ALIMENTOS,SP,9124,1984,2009
1986-03-26,INEXISTENTE,1993-06-17,0,METALURGIA E SIDERURGIA,RJ,2636,1986,1993
1969-09-16,INEXISTENTE,2000-10-16,0,EXTRAÇÃO MINERAL,MG,11345,1969,2000
1987-07-03,INEXISTENTE,1989-08-23,0,EXTRAÇÃO MINERAL,SP,780,1987,1989
1969-05-15,INEXISTENTE,2000-05-26,0,EMP. ADM. PARTICIPAÇÕES,RJ,11326,1969,2000
2012-03-01,2010-02-25,2014-10-21,0,Emp. Adm. Part. - Telecomunicações,MG,960,2012,2014
2018-08-13,2000-05-15,INEXISTENTE,1,EDUCAÇÃO,MG,87,2018,INEXISTENTE
1975-03-12,INEXISTENTE,1987-05-21,0,ALIMENTOS,SC,4449,1975,1987
1977-07-20,INEXISTENTE,1998-08-27,0,ALIMENTOS,SP,7702,1977,1998
1981-12-17,INEXISTENTE,2000-12-29,0,ALIMENTOS,SC,6947,1981,2000
2000-12-27,2000-08-31,2009-11-04,0,ALIMENTOS,SC,3232,2000,2009
1957-11-30,INEXISTENTE,1998-12-18,0,METALURGIA E SIDERURGIA,SP,14983,1957,1998
2006-12-20,2006-06-01,2011-10-27,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1772,2006,2011
1982-07-16,INEXISTENTE,1990-12-27,0,EMP. ADM. PARTICIPAÇÕES,SP,3081,1982,1990
1981-06-24,INEXISTENTE,1990-02-13,0,ARRENDAMENTO MERCANTIL,SP,3154,1981,1990
1993-09-21,1968-04-03,2003-08-29,0,ARRENDAMENTO MERCANTIL,SP,3628,1993,2003
2005-10-27,1993-09-21,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,4758,2005,INEXISTENTE
1981-04-29,INEXISTENTE,1988-04-28,0,EMP. ADM. PARTICIPAÇÕES,SP,2554,1981,1988
2007-07-02,2006-12-11,2007-11-16,0,Emp. Adm. Part. - Sem Setor Principal,SP,134,2007,2007
1937-08-25,INEXISTENTE,2001-06-01,0,METALURGIA E SIDERURGIA,RJ,23276,1937,2001
1978-03-01,INEXISTENTE,2001-05-31,0,EXTRAÇÃO MINERAL,SP,8485,1978,2001
1983-08-01,INEXISTENTE,1996-12-23,0,Petroquímicos e Borracha,BA,4887,1983,1996
2015-01-05,2012-03-27,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,1400,2015,INEXISTENTE
1977-07-20,INEXISTENTE,1994-12-07,0,SERVICOS DIVERSOS,SP,6342,1977,1994
2001-12-11,1967-09-13,INEXISTENTE,1,"Saneamento, Serv. Água e Gás",GO,6174,2001,INEXISTENTE
2004-09-21,1996-11-03,INEXISTENTE,1,"Saneamento, Serv. Água e Gás",SP,5159,2004,INEXISTENTE
1968-05-17,INEXISTENTE,2007-08-07,0,EXTRAÇÃO MINERAL,RJ,14315,1968,2007
1980-07-04,INEXISTENTE,1994-03-29,0,Petroquímicos e Borracha,SP,5015,1980,1994
1986-05-06,1979-09-10,INEXISTENTE,1,Petroquímicos e Borracha,BA,11864,1986,INEXISTENTE
1995-12-13,1995-10-30,INEXISTENTE,1,Emp. Adm. Part. - Intermediação Financeira,SC,8362,1995,INEXISTENTE
1977-12-21,INEXISTENTE,1996-06-18,0,TEXTIL E VESTUÁRIO,SP,6752,1977,1996
1997-01-07,INEXISTENTE,1998-01-09,0,TEXTIL E VESTUÁRIO,CE,367,1997,1998
1995-07-06,1994-10-24,2009-11-30,0,ARRENDAMENTO MERCANTIL,SP,5254,1995,2009
1981-11-10,INEXISTENTE,2002-12-06,0,ARRENDAMENTO MERCANTIL,RJ,7691,1981,2002
1984-12-27,INEXISTENTE,2001-01-05,0,ARRENDAMENTO MERCANTIL,SP,5853,1984,2001
2007-03-19,1975-10-01,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,4246,2007,INEXISTENTE
1980-06-04,INEXISTENTE,1988-01-29,0,PAPEL E CELULOSE,SP,2795,1980,1988
1995-06-29,1967-03-07,INEXISTENTE,1,PAPEL E CELULOSE,SP,8526,1995,INEXISTENTE
1977-07-20,INEXISTENTE,2000-12-01,0,ALIMENTOS,SP,8526,1977,2000
1994-07-28,1986-10-01,2007-11-29,0,TEXTIL E VESTUÁRIO,SP,4866,1994,2007
2014-04-28,2008-01-17,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,1652,2014,INEXISTENTE
1998-11-09,1998-08-25,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,SP,7301,1998,INEXISTENTE
2007-05-16,2006-11-27,2009-11-19,0,Serviços Transporte e Logística,SP,913,2007,2009
1985-11-01,INEXISTENTE,1994-09-30,0,ALIMENTOS,PB,3254,1985,1994
1991-03-25,1985-10-10,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,10080,1991,INEXISTENTE
1981-12-17,INEXISTENTE,1988-10-17,0,EMP. ADM. PARTICIPAÇÕES,SP,2495,1981,1988
2007-02-07,1937-07-14,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,4288,2007,INEXISTENTE
1977-10-20,1968-02-05,INEXISTENTE,1,Emp. Adm. Part. - Hospedagem e Turismo,SP,14985,1977,INEXISTENTE
2001-11-14,2000-10-03,2004-04-06,0,EMP. ADM. PARTICIPAÇÕES,SP,877,2001,2004
1977-07-20,INEXISTENTE,2005-12-20,0,Petroquímicos e Borracha,SP,10370,1977,2005
1977-07-20,1947-12-08,INEXISTENTE,1,GRÁFICAS E EDITORAS,SP,15075,1977,INEXISTENTE
1977-07-20,INEXISTENTE,1999-04-06,0,SEGURADORAS E CORRETORAS,RJ,7926,1977,1999
1995-12-20,1995-08-29,2018-04-04,0,HOSPEDAGEM E TURISMO,BA,8139,1995,2018
1971-07-26,INEXISTENTE,1984-12-28,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4897,1971,1984
2014-05-27,2013-11-21,2015-05-26,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,364,2014,2015
2014-01-16,2013-01-09,2017-09-01,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1320,2014,2017
1997-01-22,INEXISTENTE,1999-05-04,0,EMP. ADM. PARTICIPAÇÕES,RJ,832,1997,1999
1994-12-19,1963-06-12,INEXISTENTE,1,METALURGIA E SIDERURGIA,SC,8721,1994,INEXISTENTE
1983-12-01,INEXISTENTE,1992-08-12,0,"Máquinas, Equipamentos, Veículos e Peças",SP,3176,1983,1992
1991-04-15,1989-11-24,2017-04-12,0,COMÉRCIO (ATACADO E VAREJO),RS,9487,1991,2017
1997-02-21,INEXISTENTE,1998-06-12,0,EMP. ADM. PARTICIPAÇÕES,SP,476,1997,1998
2012-02-13,2011-07-01,2014-05-23,0,PETRÓLEO E GÁS,RJ,830,2012,2014
1999-03-11,1998-12-22,2005-04-05,0,ALIMENTOS,SC,2214,1999,2005
1977-07-20,INEXISTENTE,1989-06-15,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SC,4345,1977,1989
1981-06-19,INEXISTENTE,1986-04-18,0,Farmacêutico e Higiene,SP,1764,1981,1986
2015-11-11,2014-01-31,2017-06-14,0,SECURITIZAÇÃO DE RECEBÍVEIS,SC,583,2015,2017
1977-07-20,INEXISTENTE,1996-10-18,0,"Construção Civil, Mat. Constr. e Decoração",SP,7023,1977,1996
1986-07-09,INEXISTENTE,2005-08-09,0,EMP. ADM. PARTICIPAÇÕES,RS,6965,1986,2005
1973-04-16,INEXISTENTE,2006-11-22,0,HOSPEDAGEM E TURISMO,RS,12261,1973,2006
1981-12-11,1971-12-29,INEXISTENTE,1,Emp. Adm. Part. - Metalurgia e Siderurgia,RS,13474,1981,INEXISTENTE
1977-07-20,INEXISTENTE,1998-06-04,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,7619,1977,1998
1982-03-08,INEXISTENTE,1985-05-06,0,METALURGIA E SIDERURGIA,SP,1153,1982,1985
1971-08-12,1944-03-17,2008-11-13,0,"Máquinas, Equipamentos, Veículos e Peças",SP,13596,1971,2008
2002-06-05,1960-01-01,2005-07-15,0,COMÉRCIO (ATACADO E VAREJO),RJ,1135,2002,2005
2015-08-17,2015-04-15,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,PR,1178,2015,INEXISTENTE
2012-04-26,2000-08-04,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,SP,2384,2012,INEXISTENTE
2013-10-18,2002-03-19,INEXISTENTE,1,EDUCAÇÃO,PE,1847,2013,INEXISTENTE
1977-07-20,1961-08-16,2014-07-30,0,"Construção Civil, Mat. Constr. e Decoração",RJ,13515,1977,2014
1977-07-20,INEXISTENTE,1990-09-06,0,"Construção Civil, Mat. Constr. e Decoração",MG,4791,1977,1990
1996-12-03,INEXISTENTE,2005-02-22,0,"Construção Civil, Mat. Constr. e Decoração",RJ,3004,1996,2005
1995-07-26,1995-03-09,INEXISTENTE,1,Emp. Adm. Part. - Brinquedos e Lazer,SP,8499,1995,INEXISTENTE
1995-02-01,INEXISTENTE,1996-08-09,0,"Construção Civil, Mat. Constr. e Decoração",RJ,553,1995,1996
1977-07-20,1932-05-12,2005-04-29,0,"Construção Civil, Mat. Constr. e Decoração",SP,10139,1977,2005
1988-11-03,INEXISTENTE,1997-04-03,0,Petroquímicos e Borracha,RS,3075,1988,1997
1961-04-14,INEXISTENTE,1986-11-05,0,"Construção Civil, Mat. Constr. e Decoração",SP,9326,1961,1986
2007-07-02,2006-12-11,2014-01-08,0,Emp. Adm. Part. - Sem Setor Principal,SP,2381,2007,2014
1996-09-11,1994-06-30,INEXISTENTE,1,Emp. Adm. Part. - Comércio (Atacado e Varejo),PE,8089,1996,INEXISTENTE
1996-04-26,INEXISTENTE,2005-12-13,0,Emp. Adm. Part. - Comércio (Atacado e Varejo),RJ,3512,1996,2005
1989-11-14,INEXISTENTE,2005-12-20,0,COMÉRCIO EXTERIOR,RS,5876,1989,2005
1970-12-17,INEXISTENTE,2002-03-21,0,METALURGIA E SIDERURGIA,BA,11414,1970,2002
1985-02-14,INEXISTENTE,1994-05-10,0,"Máquinas, Equipamentos, Veículos e Peças",SP,3371,1985,1994
1986-12-01,INEXISTENTE,1994-05-10,0,"Máquinas, Equipamentos, Veículos e Peças",SP,2719,1986,1994
1988-09-09,INEXISTENTE,1998-07-07,0,EMP. ADM. PARTICIPAÇÕES,DF,3588,1988,1998
1970-09-30,INEXISTENTE,1996-12-23,0,METALURGIA E SIDERURGIA,RS,9573,1970,1996
1987-12-22,INEXISTENTE,1995-12-29,0,METALURGIA E SIDERURGIA,RS,2927,1987,1995
1971-12-02,INEXISTENTE,2005-12-20,0,METALURGIA E SIDERURGIA,SP,12428,1971,2005
1971-12-02,INEXISTENTE,1995-09-05,0,METALURGIA E SIDERURGIA,RS,8673,1971,1995
1981-04-29,INEXISTENTE,1986-02-05,0,METALURGIA E SIDERURGIA,RJ,1741,1981,1986
1986-06-06,1924-01-02,INEXISTENTE,1,METALURGIA E SIDERURGIA,SP,11834,1986,INEXISTENTE
1968-05-17,INEXISTENTE,1997-06-30,0,METALURGIA E SIDERURGIA,RS,10628,1968,1997
1970-10-07,INEXISTENTE,2004-03-09,0,METALURGIA E SIDERURGIA,SP,12202,1970,2004
1985-01-16,INEXISTENTE,1988-09-19,0,EMP. ADM. PARTICIPAÇÕES,SP,1338,1985,1988
1976-01-29,INEXISTENTE,1994-07-26,0,METALURGIA E SIDERURGIA,SC,6747,1976,1994
1977-07-20,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",MG,10102,1977,2005
1973-02-23,INEXISTENTE,1988-06-15,0,EXTRAÇÃO MINERAL,SP,5587,1973,1988
1972-07-28,INEXISTENTE,2006-03-21,0,HOSPEDAGEM E TURISMO,BA,12283,1972,2006
1977-07-20,INEXISTENTE,2005-12-20,0,"Construção Civil, Mat. Constr. e Decoração",BA,10370,1977,2005
1977-07-20,INEXISTENTE,2002-04-25,0,"Construção Civil, Mat. Constr. e Decoração",MG,9040,1977,2002
2007-06-12,1977-07-21,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",RS,4163,2007,INEXISTENTE
1995-12-11,1995-07-07,2008-04-02,0,Emp. Adm. Part. - Serviços médicos,PR,4496,1995,2008
2017-10-20,2005-07-19,INEXISTENTE,1,BRINQUEDOS E LAZER,SP,385,2017,INEXISTENTE
