register_date,accept_date,cancel_date,active,activity_sector,uf,life_days,register_year,cancel_year
2006-06-30,1935-03-30,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SC,4510,2006,INEXISTENTE
1986-08-05,INEXISTENTE,1995-04-18,0,COMÉRCIO EXTERIOR,BA,3178,1986,1995
1970-12-23,1966-03-23,INEXISTENTE,1,Petroquímicos e Borracha,BA,17477,1970,INEXISTENTE
1979-09-25,INEXISTENTE,1993-01-27,0,Serviços Transporte e Logística,RJ,4872,1979,1993
2003-12-16,2003-04-25,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,5439,2003,INEXISTENTE
1997-01-02,1995-05-17,2001-04-23,0,"Máquinas, Equipamentos, Veículos e Peças",SP,1571,1997,2001
2006-04-25,1996-08-01,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,4575,2006,INEXISTENTE
2016-08-24,2004-08-10,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,806,2016,INEXISTENTE
1999-07-14,1999-02-04,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,7051,1999,INEXISTENTE
1998-05-06,1998-01-05,2003-07-31,0,TELECOMUNICAÇÕES,RS,1910,1998,2003
1998-01-13,1981-11-11,2007-03-09,0,TEXTIL E VESTUÁRIO,CE,3341,1998,2007
2008-10-09,2008-04-25,2017-03-31,0,Emp. Adm. Part. - Telecomunicações,RJ,3097,2008,2017
1984-11-23,INEXISTENTE,2005-12-20,0,"Máquinas, Equipamentos, Veículos e Peças",SP,7692,1984,2005
1977-07-20,INEXISTENTE,1994-04-27,0,TEXTIL E VESTUÁRIO,RS,6122,1977,1994
1977-07-20,INEXISTENTE,2005-08-09,0,TEXTIL E VESTUÁRIO,MA,10239,1977,2005
2013-12-05,2009-03-25,INEXISTENTE,1,HOSPEDAGEM E TURISMO,SP,1800,2013,INEXISTENTE
1994-07-07,1973-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,8883,1994,INEXISTENTE
2007-08-01,2007-04-11,INEXISTENTE,1,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,4114,2007,INEXISTENTE
1986-05-13,1952-01-02,2007-02-14,0,TEXTIL E VESTUÁRIO,RS,7576,1986,2007
1977-07-20,1941-04-01,2007-04-20,0,"Máquinas, Equipamentos, Veículos e Peças",SP,10860,1977,2007
1977-07-20,INEXISTENTE,1992-11-23,0,Serviços Transporte e Logística,SP,5598,1977,1992
1982-12-17,INEXISTENTE,1990-06-07,0,COMÉRCIO (ATACADO E VAREJO),ES,2730,1982,1990
1998-03-06,1997-11-06,2017-05-30,0,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",RJ,7019,1998,2017
1977-07-20,1947-07-10,2005-08-05,0,"Máquinas, Equipamentos, Veículos e Peças",RS,10235,1977,2005
2018-04-26,1996-06-03,2018-11-09,0,TEXTIL E VESTUÁRIO,CE,193,2018,2018
1977-07-20,INEXISTENTE,2000-04-20,0,COMUNICAÇÃO E INFORMÁTICA,RJ,8305,1977,2000
2006-05-30,1978-01-01,2008-10-13,0,COMUNICAÇÃO E INFORMÁTICA,SC,863,2006,2008
1977-07-20,INEXISTENTE,1992-08-13,0,"Máquinas, Equipamentos, Veículos e Peças",RS,5498,1977,1992
1977-07-20,1947-09-12,2004-06-22,0,"Máquinas, Equipamentos, Veículos e Peças",SP,9827,1977,2004
1979-02-12,INEXISTENTE,1999-03-30,0,EMP. ADM. PARTICIPAÇÕES,SP,7348,1979,1999
1980-12-23,INEXISTENTE,1990-10-12,0,METALURGIA E SIDERURGIA,SP,3579,1980,1990
1990-02-02,INEXISTENTE,1992-04-14,0,EMP. ADM. PARTICIPAÇÕES,SP,802,1990,1992
2013-09-09,2010-05-28,2016-01-07,0,Emp. Adm. Part. - Serviços Transporte e Logística,PR,853,2013,2016
1994-12-23,1969-06-10,2009-11-25,0,Serviços Transporte e Logística,SP,5447,1994,2009
1982-06-14,INEXISTENTE,1986-12-10,0,Petroquímicos e Borracha,SP,1636,1982,1986
1988-09-26,INEXISTENTE,1992-09-18,0,"Máquinas, Equipamentos, Veículos e Peças",SP,1452,1988,1992
1978-03-21,1967-01-01,2017-04-12,0,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",RS,14256,1978,2017
2004-11-05,1961-01-01,INEXISTENTE,1,SERVIÇOS MÉDICOS,SP,5115,2004,INEXISTENTE
1977-07-20,INEXISTENTE,1991-03-01,0,"Construção Civil, Mat. Constr. e Decoração",SP,4971,1977,1991
1995-09-27,INEXISTENTE,1997-01-10,0,EMP. ADM. PARTICIPAÇÕES,RJ,473,1995,1997
1993-09-28,1990-09-27,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,9167,1993,INEXISTENTE
1986-06-20,1978-12-07,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,RS,11820,1986,INEXISTENTE
1991-04-30,1964-01-01,2010-09-23,0,COMÉRCIO (ATACADO E VAREJO),RJ,7078,1991,2010
1977-07-20,1936-06-28,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),RS,15075,1977,INEXISTENTE
2006-05-03,2005-09-30,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,RJ,4567,2006,INEXISTENTE
2008-02-29,1981-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",MG,3901,2008,INEXISTENTE
1982-03-18,INEXISTENTE,1987-10-30,0,"Máquinas, Equipamentos, Veículos e Peças",AM,2047,1982,1987
1969-05-14,1957-10-17,2008-07-17,0,PETRÓLEO E GÁS,RS,14298,1969,2008
2001-06-07,1996-01-30,2006-01-23,0,PETRÓLEO E GÁS,BA,1691,2001,2006
1991-05-15,INEXISTENTE,1995-07-20,0,OUTRAS ATIVIDADES INDUSTRIAIS,SP,1525,1991,1995
1995-06-30,1995-06-30,2011-07-21,0,EMBALAGENS,SP,5861,1995,2011
1977-07-20,1899-11-03,2014-05-23,0,Emp. Adm. Part. - Telecomunicações,RJ,13448,1977,2014
1998-02-09,1997-10-03,2001-10-02,0,EMP. ADM. PARTICIPAÇÕES,RJ,1328,1998,2001
1973-12-26,1755-12-09,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SC,16379,1973,INEXISTENTE
1996-10-14,1996-05-24,1999-10-08,0,EMP. ADM. PARTICIPAÇÕES,RJ,1089,1996,1999
1977-07-20,INEXISTENTE,2005-03-22,0,ALIMENTOS,SP,10102,1977,2005
2001-10-29,2000-07-31,2016-12-22,0,Emp. Adm. Part. - Arrendamento Mercantil,SP,5528,2001,2016
2014-09-17,2007-06-27,INEXISTENTE,1,PETRÓLEO E GÁS,RJ,1513,2014,INEXISTENTE
1969-01-13,1889-05-08,2010-01-04,0,TEXTIL E VESTUÁRIO,RJ,14956,1969,2010
1975-12-01,INEXISTENTE,2004-08-26,0,TEXTIL E VESTUÁRIO,SC,10490,1975,2004
1971-02-16,INEXISTENTE,1998-11-14,0,METALURGIA E SIDERURGIA,RJ,10123,1971,1998
1980-03-18,INEXISTENTE,1996-08-16,0,Petroquímicos e Borracha,SP,5988,1980,1996
2000-01-05,1999-07-14,2002-02-08,0,EMP. ADM. PARTICIPAÇÕES,RJ,763,2000,2002
1977-07-20,INEXISTENTE,1992-12-14,0,COMÉRCIO (ATACADO E VAREJO),SC,5619,1977,1992
2012-07-09,2010-08-10,2016-01-07,0,Farmacêutico e Higiene,PR,1278,2012,2016
2000-02-04,1999-07-20,INEXISTENTE,1,TELECOMUNICAÇÕES,PR,6846,2000,INEXISTENTE
1982-09-10,INEXISTENTE,1990-08-07,0,"Construção Civil, Mat. Constr. e Decoração",SP,2887,1982,1990
2007-09-10,1962-01-25,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,4075,2007,INEXISTENTE
1966-04-26,1951-03-31,2009-08-31,0,"Construção Civil, Mat. Constr. e Decoração",SP,15820,1966,2009
1977-07-20,INEXISTENTE,2000-01-10,0,"Máquinas, Equipamentos, Veículos e Peças",SP,8205,1977,2000
2010-06-04,2008-09-10,2017-04-12,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,2503,2010,2017
1998-10-02,1998-05-12,2010-01-04,0,INTERMEDIAÇÃO FINANCEIRA,SP,4112,1998,2010
2009-10-08,2009-03-31,2014-03-13,0,Emp. Adm. Part. - Serviços Transporte e Logística,RJ,1620,2009,2014
1988-08-09,INEXISTENTE,1997-12-03,0,"Máquinas, Equipamentos, Veículos e Peças",SP,3399,1988,1997
1977-07-20,1949-01-01,2005-04-08,0,"Construção Civil, Mat. Constr. e Decoração",RJ,10118,1977,2005
1997-11-07,1997-09-02,2007-01-09,0,"Construção Civil, Mat. Constr. e Decoração",PR,3352,1997,2007
2009-07-15,2009-03-02,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,3400,2009,INEXISTENTE
2015-04-10,2012-03-22,INEXISTENTE,1,Serviços Transporte e Logística,ES,1305,2015,INEXISTENTE
1991-10-31,INEXISTENTE,2005-03-22,0,ARRENDAMENTO MERCANTIL,SP,4891,1991,2005
1989-07-28,INEXISTENTE,2003-03-31,0,EMP. ADM. PARTICIPAÇÕES,BA,4993,1989,2003
2009-12-22,2007-05-16,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,SP,3243,2009,INEXISTENTE
2003-09-24,2000-11-07,INEXISTENTE,1,Serviços Transporte e Logística,SP,5521,2003,INEXISTENTE
2018-01-17,2017-01-17,2018-06-26,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,159,2018,2018
1977-12-29,INEXISTENTE,1993-06-09,0,"Máquinas, Equipamentos, Veículos e Peças",SP,5640,1977,1993
2001-11-06,1950-01-01,2011-08-18,0,COMUNICAÇÃO E INFORMÁTICA,SP,3572,2001,2011
1990-06-01,INEXISTENTE,1992-01-14,0,GRÁFICAS E EDITORAS,SP,593,1990,1992
1994-01-04,INEXISTENTE,1994-05-06,0,GRÁFICAS E EDITORAS,SP,122,1994,1994
1977-07-20,INEXISTENTE,1987-09-30,0,GRÁFICAS E EDITORAS,RJ,3720,1977,1987
1977-07-20,INEXISTENTE,1987-08-13,0,GRÁFICAS E EDITORAS,SP,3673,1977,1987
1982-03-04,INEXISTENTE,2003-07-10,0,Petroquímicos e Borracha,BA,7791,1982,2003
2005-07-05,2000-06-24,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,4870,2005,INEXISTENTE
1996-01-19,1968-07-01,INEXISTENTE,1,ENERGIA ELÉTRICA,ES,8321,1996,INEXISTENTE
1998-03-27,1997-12-11,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,7523,1998,INEXISTENTE
2012-02-07,2010-09-09,2013-12-31,0,Emp. Adm. Part. - Sem Setor Principal,SP,689,2012,2013
1963-10-14,INEXISTENTE,1990-03-09,0,METALURGIA E SIDERURGIA,RS,9640,1963,1990
1997-08-13,INEXISTENTE,2002-05-08,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,1730,1997,2002
2012-08-10,2010-08-10,2016-01-07,0,Emp. Adm. Part. - Sem Setor Principal,PR,1247,2012,2016
2012-06-06,2005-04-25,INEXISTENTE,1,PAPEL E CELULOSE,SP,2344,2012,INEXISTENTE
1984-12-07,1984-07-31,2008-03-18,0,TELECOMUNICAÇÕES,SP,8501,1984,2008
1950-01-19,1924-03-08,INEXISTENTE,1,METALURGIA E SIDERURGIA,SC,25111,1950,INEXISTENTE
1966-05-12,1957-07-04,2004-07-27,0,METALURGIA E SIDERURGIA,PR,13945,1966,2004
1971-08-18,1969-08-19,INEXISTENTE,1,Petroquímicos e Borracha,SP,17237,1971,INEXISTENTE
1985-12-10,INEXISTENTE,2003-07-31,0,Petroquímicos e Borracha,SP,6441,1985,2003
1998-07-08,1998-01-06,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,7422,1998,INEXISTENTE
1996-09-30,1996-01-29,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,RJ,8070,1996,INEXISTENTE
1983-11-04,INEXISTENTE,1985-04-25,0,"Máquinas, Equipamentos, Veículos e Peças",SP,541,1983,1985
1996-04-26,INEXISTENTE,1998-02-06,0,"Máquinas, Equipamentos, Veículos e Peças",PR,650,1996,1998
1976-08-25,1971-01-24,2007-03-19,0,"Máquinas, Equipamentos, Veículos e Peças",PE,11159,1976,2007
1997-08-11,INEXISTENTE,2004-05-12,0,EMP. ADM. PARTICIPAÇÕES,SP,2466,1997,2004
1997-04-15,1995-01-25,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,7870,1997,INEXISTENTE
2000-08-31,1999-03-22,2016-09-15,0,TELECOMUNICAÇÕES,RJ,5854,2000,2016
1993-08-19,1902-04-07,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,9206,1993,INEXISTENTE
1995-08-04,1985-09-17,2008-03-18,0,EXTRAÇÃO MINERAL,MG,4609,1995,2008
2011-02-03,1986-06-01,2016-08-30,0,COMÉRCIO (ATACADO E VAREJO),MG,2032,2011,2016
1985-01-23,1959-01-01,2008-04-16,0,ALIMENTOS,RS,8478,1985,2008
1996-06-12,INEXISTENTE,2003-10-06,0,METALURGIA E SIDERURGIA,SP,2669,1996,2003
1981-05-20,INEXISTENTE,1999-01-12,0,"Máquinas, Equipamentos, Veículos e Peças",RS,6442,1981,1999
1983-01-10,INEXISTENTE,1985-08-22,0,"Máquinas, Equipamentos, Veículos e Peças",SP,952,1983,1985
1981-12-03,INEXISTENTE,1988-01-05,0,"Máquinas, Equipamentos, Veículos e Peças",RS,2227,1981,1988
1969-04-18,1943-02-13,2010-03-31,0,METALURGIA E SIDERURGIA,SP,14948,1969,2010
1998-03-27,1997-12-11,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,7523,1998,INEXISTENTE
1983-02-25,INEXISTENTE,2005-03-22,0,REFLORESTAMENTO,SP,8057,1983,2005
1983-10-31,INEXISTENTE,2005-03-22,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",BA,7811,1983,2005
1977-07-20,INEXISTENTE,2006-03-31,0,"Máquinas, Equipamentos, Veículos e Peças",SP,10476,1977,2006
2006-05-23,2005-09-02,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,4547,2006,INEXISTENTE
1998-01-08,1997-04-01,2005-12-08,0,SECURITIZAÇÃO DE RECEBÍVEIS,MG,2885,1998,2005
1998-08-19,1998-05-22,2014-12-31,0,TELECOMUNICAÇÕES,RJ,5972,1998,2014
1977-07-20,1891-10-25,2007-08-07,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PR,10967,1977,2007
1974-11-13,INEXISTENTE,2006-04-30,0,"Máquinas, Equipamentos, Veículos e Peças",SC,11487,1974,2006
1982-11-24,INEXISTENTE,1992-06-10,0,METALURGIA E SIDERURGIA,RJ,3486,1982,1992
1999-02-26,1946-11-29,2000-08-07,0,SERVICOS DIVERSOS,RJ,526,1999,2000
1995-06-13,1979-01-26,2007-10-18,0,"Saneamento, Serv. Água e Gás",MS,4505,1995,2007
1997-10-07,1997-05-30,INEXISTENTE,1,Emp. Adm. Part. - Têxtil e Vestuário,MG,7698,1997,INEXISTENTE
2001-07-24,1997-10-10,INEXISTENTE,1,Serviços Transporte e Logística,PR,6311,2001,INEXISTENTE
2011-10-21,1981-05-19,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),CE,2574,2011,INEXISTENTE
1982-12-27,INEXISTENTE,1989-07-06,0,EMP. ADM. PARTICIPAÇÕES,SP,2384,1982,1989
2002-05-21,1998-01-19,2010-04-20,0,Serviços Transporte e Logística,RS,2889,2002,2010
2015-09-08,2014-10-02,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,1157,2015,INEXISTENTE
1996-11-04,1996-08-05,2015-12-18,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",RJ,6979,1996,2015
1994-10-25,1956-08-04,INEXISTENTE,1,ENERGIA ELÉTRICA,MT,8775,1994,INEXISTENTE
1981-08-28,1979-01-01,INEXISTENTE,1,ENERGIA ELÉTRICA,MS,13577,1981,INEXISTENTE
1969-12-17,1905-02-26,INEXISTENTE,1,ENERGIA ELÉTRICA,MG,17848,1969,INEXISTENTE
2010-01-29,1964-02-14,INEXISTENTE,1,ENERGIA ELÉTRICA,PB,3201,2010,INEXISTENTE
1995-12-20,1995-08-09,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,MG,8355,1995,INEXISTENTE
2001-07-17,1997-12-01,INEXISTENTE,1,ENERGIA ELÉTRICA,SE,6318,2001,INEXISTENTE
2018-10-29,2017-05-09,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,MG,11,2018,INEXISTENTE
1995-09-18,INEXISTENTE,2001-04-04,0,EMP. ADM. PARTICIPAÇÕES,RJ,2026,1995,2001
2007-12-07,2001-04-25,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,3988,2007,INEXISTENTE
1977-07-20,INEXISTENTE,2005-12-20,0,"Máquinas, Equipamentos, Veículos e Peças",SP,10370,1977,2005
1977-07-20,INEXISTENTE,1994-04-14,0,"Construção Civil, Mat. Constr. e Decoração",SP,6109,1977,1994
1998-05-28,1998-01-29,INEXISTENTE,1,ENERGIA ELÉTRICA,SC,7462,1998,INEXISTENTE
1984-10-26,INEXISTENTE,1990-03-29,0,Petroquímicos e Borracha,SP,1983,1984,1990
2018-03-01,2016-10-04,INEXISTENTE,1,Serviços Transporte e Logística,SP,249,2018,INEXISTENTE
1985-01-08,INEXISTENTE,1998-04-23,0,"Máquinas, Equipamentos, Veículos e Peças",RS,4850,1985,1998
2013-02-25,2010-06-08,2016-01-07,0,Emp. Adm. Part. - Energia Elétrica,PR,1047,2013,2016
2002-11-22,2000-03-14,2008-10-16,0,Emp. Adm. Part. - Sem Setor Principal,SP,2154,2002,2008
1998-03-27,1997-12-11,2001-10-31,0,ENERGIA ELÉTRICA,SP,1309,1998,2001
2006-03-30,1999-06-16,INEXISTENTE,1,ENERGIA ELÉTRICA,MA,4600,2006,INEXISTENTE
2018-06-14,2016-11-17,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,DF,146,2018,INEXISTENTE
2018-06-28,2017-06-02,INEXISTENTE,1,ENERGIA ELÉTRICA,MA,132,2018,INEXISTENTE
1980-11-26,INEXISTENTE,2001-03-30,0,"Máquinas, Equipamentos, Veículos e Peças",SP,7429,1980,2001
1977-07-20,INEXISTENTE,2000-05-23,0,ALIMENTOS,RN,8338,1977,2000
1977-07-20,INEXISTENTE,2005-12-20,0,"Construção Civil, Mat. Constr. e Decoração",SP,10370,1977,2005
1982-12-28,INEXISTENTE,1988-11-28,0,TEXTIL E VESTUÁRIO,CE,2160,1982,1988
1969-11-26,INEXISTENTE,1990-05-07,0,HOSPEDAGEM E TURISMO,CE,7466,1969,1990
2007-07-26,2007-03-31,INEXISTENTE,1,Emp. Adm. Part. - Educação,RJ,4119,2007,INEXISTENTE
1977-07-20,1969-01-02,2001-08-20,0,"Construção Civil, Mat. Constr. e Decoração",PA,8790,1977,2001
1970-11-17,1940-01-30,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,17513,1970,INEXISTENTE
1969-08-20,1951-11-23,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,17965,1969,INEXISTENTE
1985-03-04,1974-02-12,2008-01-15,0,ARRENDAMENTO MERCANTIL,AC,8346,1985,2008
2007-03-02,2002-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,4263,2007,INEXISTENTE
1988-11-22,1988-01-12,2016-09-15,0,Emp. Adm. Part. - Embalagens,RS,10153,1988,2016
1977-07-20,1926-08-30,INEXISTENTE,1,ALIMENTOS,RS,15075,1977,INEXISTENTE
2007-06-15,1979-02-15,INEXISTENTE,1,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,4160,2007,INEXISTENTE
1969-11-07,INEXISTENTE,1986-05-14,0,ALIMENTOS,SC,6032,1969,1986
1971-12-28,INEXISTENTE,1993-11-08,0,TEXTIL E VESTUÁRIO,AL,7980,1971,1993
1968-10-28,INEXISTENTE,2010-01-04,0,"Máquinas, Equipamentos, Veículos e Peças",MG,15036,1968,2010
1971-01-06,INEXISTENTE,1996-05-08,0,Petroquímicos e Borracha,BA,9247,1971,1996
1973-12-19,INEXISTENTE,1990-12-14,0,"Construção Civil, Mat. Constr. e Decoração",RJ,6200,1973,1990
1975-12-11,1968-03-27,2011-12-19,0,METALURGIA E SIDERURGIA,CE,13148,1975,2011
2008-10-15,2007-11-23,2011-12-23,0,"Construção Civil, Mat. Constr. e Decoração",CE,1163,2008,2011
1998-08-25,1997-07-30,2001-07-23,0,EMP. ADM. PARTICIPAÇÕES,DF,1063,1998,2001
1980-06-04,INEXISTENTE,2005-03-22,0,ALIMENTOS,RS,9053,1980,2005
1977-07-20,1969-08-04,2010-01-04,0,"Construção Civil, Mat. Constr. e Decoração",SP,11849,1977,2010
1982-06-17,INEXISTENTE,2005-03-22,0,EXTRAÇÃO MINERAL,SP,8310,1982,2005
1977-07-20,INEXISTENTE,1994-03-25,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6090,1977,1994
1967-08-30,INEXISTENTE,1986-10-01,0,ALIMENTOS,MG,6966,1967,1986
2018-01-19,2017-05-17,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,PR,291,2018,INEXISTENTE
1995-09-15,1994-01-03,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,8450,1995,INEXISTENTE
1977-07-20,INEXISTENTE,2012-07-09,0,METALURGIA E SIDERURGIA,SP,12764,1977,2012
2012-10-11,2010-08-10,INEXISTENTE,1,ENERGIA ELÉTRICA,SP,2219,2012,INEXISTENTE
1996-02-12,1995-08-14,INEXISTENTE,1,Serviços Transporte e Logística,MG,8298,1996,INEXISTENTE
2009-11-24,2007-12-14,INEXISTENTE,1,Serviços Transporte e Logística,MA,3271,2009,INEXISTENTE
1972-05-02,INEXISTENTE,2005-12-20,0,Petroquímicos e Borracha,SP,12273,1972,2005
1980-12-23,1961-06-09,2007-01-11,0,Petroquímicos e Borracha,SP,9513,1980,2007
2007-04-10,1968-09-15,INEXISTENTE,1,Petroquímicos e Borracha,ES,4225,2007,INEXISTENTE
1970-12-12,INEXISTENTE,2000-08-31,0,Petroquímicos e Borracha,SP,10849,1970,2000
1971-03-11,INEXISTENTE,2005-12-20,0,Petroquímicos e Borracha,SP,12689,1971,2005
1971-01-28,INEXISTENTE,1998-08-27,0,Petroquímicos e Borracha,RS,10064,1971,1998
1986-01-21,INEXISTENTE,2001-11-21,0,Petroquímicos e Borracha,SP,5775,1986,2001
1998-04-16,1997-12-15,2012-12-28,0,Emp. Adm. Part. - Securitização de Recebíveis,RJ,5362,1998,2012
1971-10-18,1933-11-23,INEXISTENTE,1,TEXTIL E VESTUÁRIO,MG,17177,1971,INEXISTENTE
1971-12-24,1964-10-29,2011-01-04,0,TEXTIL E VESTUÁRIO,AM,14250,1971,2011
1998-02-20,1998-01-23,2015-12-08,0,Emp. Adm. Part. - Telecomunicações,RJ,6493,1998,2015
1972-08-03,1951-10-17,INEXISTENTE,1,METALURGIA E SIDERURGIA,SP,16887,1972,INEXISTENTE
2004-05-18,2003-10-13,2015-10-14,0,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4161,2004,2015
1995-06-14,1993-07-28,2003-05-21,0,ARRENDAMENTO MERCANTIL,SP,2897,1995,2003
1982-12-17,INEXISTENTE,2001-07-11,0,TEXTIL E VESTUÁRIO,PE,6779,1982,2001
1986-06-02,1986-06-23,INEXISTENTE,1,PAPEL E CELULOSE,SP,11838,1986,INEXISTENTE
1998-01-14,1993-11-03,2000-12-22,0,METALURGIA E SIDERURGIA,RJ,1068,1998,2000
1977-07-20,INEXISTENTE,2006-03-21,0,METALURGIA E SIDERURGIA,SP,10466,1977,2006
1977-07-20,INEXISTENTE,1988-05-20,0,OUTRAS ATIVIDADES INDUSTRIAIS,SP,3955,1977,1988
1993-10-18,INEXISTENTE,1998-06-26,0,EMP. ADM. PARTICIPAÇÕES,SP,1713,1993,1998
1977-07-20,1964-01-01,INEXISTENTE,1,BANCOS,SP,15075,1977,INEXISTENTE
1977-07-20,INEXISTENTE,1998-05-25,0,BANCOS,SP,7610,1977,1998
1977-07-20,INEXISTENTE,1988-06-15,0,BANCOS,SP,3980,1977,1988
1977-07-20,1962-09-12,INEXISTENTE,1,BANCOS,RS,15075,1977,INEXISTENTE
1981-08-11,1978-01-01,2003-04-30,0,ARRENDAMENTO MERCANTIL,SP,7929,1981,2003
1983-04-14,INEXISTENTE,1990-01-24,0,ARRENDAMENTO MERCANTIL,SP,2475,1983,1990
2000-12-26,1975-08-28,2003-12-16,0,ARRENDAMENTO MERCANTIL,SP,1085,2000,2003
2013-03-26,2012-03-27,2015-12-28,0,Emp. Adm. Part. - Intermediação Financeira,RJ,1002,2013,2015
2015-07-10,2014-12-29,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,1215,2015,INEXISTENTE
1985-08-19,INEXISTENTE,1990-06-29,0,EMP. ADM. PARTICIPAÇÕES,RJ,1775,1985,1990
1970-09-23,INEXISTENTE,1993-03-09,0,OUTRAS ATIVIDADES INDUSTRIAIS,AL,8201,1970,1993
1977-07-20,INEXISTENTE,2005-12-20,0,COMÉRCIO (ATACADO E VAREJO),RS,10370,1977,2005
2009-12-14,1964-10-23,INEXISTENTE,1,SERVIÇOS MÉDICOS,SP,3251,2009,INEXISTENTE
2018-03-01,2009-05-27,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,SP,249,2018,INEXISTENTE
1984-06-05,INEXISTENTE,2007-02-14,0,"Máquinas, Equipamentos, Veículos e Peças",SP,8284,1984,2007
2008-04-01,2007-07-05,2011-11-30,0,REFLORESTAMENTO,SP,1334,2008,2011
1997-12-01,1997-10-15,2009-03-03,0,Emp. Adm. Part. - Comunicação e Informática,RJ,4112,1997,2009
1969-08-29,INEXISTENTE,1993-02-02,0,"Máquinas, Equipamentos, Veículos e Peças",SP,8553,1969,1993
1982-03-02,INEXISTENTE,INEXISTENTE,1,METALURGIA E SIDERURGIA,RS,13388,1982,INEXISTENTE
2015-10-15,2000-06-09,2018-03-07,0,ALIMENTOS,SP,877,2015,2018
1995-02-21,1994-08-23,INEXISTENTE,1,Emp. Adm. Part. - Telecomunicações,RJ,8654,1995,INEXISTENTE
2011-06-15,2010-11-25,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,2700,2011,INEXISTENTE
2015-03-06,2014-10-29,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1339,2015,INEXISTENTE
2015-07-23,2014-12-29,2016-07-29,0,Emp. Adm. Part. - Sem Setor Principal,SP,371,2015,2016
2015-07-23,2014-12-29,2016-07-29,0,Emp. Adm. Part. - Sem Setor Principal,SP,371,2015,2016
2009-12-14,2009-01-19,2011-02-07,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,423,2009,2011
1977-07-20,INEXISTENTE,2005-08-09,0,ALIMENTOS,MA,10239,1977,2005
1984-07-25,INEXISTENTE,1999-12-21,0,ALIMENTOS,RS,5621,1984,1999
1977-07-20,1957-02-22,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",RS,15075,1977,INEXISTENTE
1984-11-23,INEXISTENTE,1999-06-02,0,"Máquinas, Equipamentos, Veículos e Peças",SP,5304,1984,1999
1977-07-20,INEXISTENTE,1996-12-10,0,ALIMENTOS,SC,7075,1977,1996
